Node	1	2	3	4	5	6	7	8	9
13679	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13680	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13681	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13682	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13683	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13684	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13685	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13686	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13687	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13688	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13689	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13690	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13691	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13692	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13693	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13694	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13695	Fine4	Fine4	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13696	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13697	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13698	Fine4	Fine4	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13699	Fine4	Fine4	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13700	Fine4	Fine4	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13701	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13702	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13703	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13704	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13705	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13706	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13707	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13708	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13709	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13710	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13711	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13712	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13713	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13714	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13715	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13716	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13717	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13718	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13719	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13720	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13721	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13722	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13723	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13724	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13725	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13726	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13727	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13728	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13729	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13730	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13731	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13732	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13733	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13734	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13735	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13736	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13737	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13738	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13739	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13740	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13741	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13742	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13743	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13744	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13745	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13746	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13747	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13748	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13749	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13750	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13751	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13752	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13753	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13754	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13755	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13756	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13757	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13758	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13759	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13760	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13761	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13762	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13763	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13764	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13765	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13766	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13767	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13768	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13769	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13770	Other1	Other1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13771	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13772	Fine7	Fine7	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13773	Fine7	Fine7	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13774	Fine7	Fine7	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13775	Fine7	Fine7	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13776	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13777	Fine7	Fine7	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13778	Fine7	Fine7	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13779	Fine7	Fine7	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13780	Fine7	Fine7	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13781	Fine7	Fine7	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13782	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13783	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13784	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13785	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13786	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13787	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13788	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13789	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13790	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13791	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13792	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13793	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13794	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13795	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13796	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13797	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13798	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13799	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13800	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13801	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13802	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13803	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13804	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13805	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13806	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13807	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13808	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13809	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13810	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13811	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13812	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13813	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13814	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13815	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13816	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13817	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13818	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13819	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13820	Fine6	Fine6	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13821	Coarse5	Coarse5	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13822	Fine6	Fine6	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13823	Fine6	Fine6	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13824	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13825	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13826	Fine6	Fine6	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13827	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13828	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13829	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13830	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13831	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13832	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13833	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13834	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13835	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13836	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13837	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13838	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13839	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13840	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13841	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13842	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13843	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13844	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13845	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13846	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13847	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13848	Fine3	Fine3	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13849	Fine3	Fine3	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13850	Fine3	Fine3	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13851	Fine3	Fine3	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13852	Fine3	Fine3	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13853	Fine3	Fine3	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13854	Fine3	Fine3	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13855	Fine3	Fine3	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13856	Fine3	Fine3	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13857	Fine3	Fine3	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13858	Fine3	Fine3	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13859	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13860	Fine3	Fine3	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13861	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13862	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13863	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13864	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13865	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13866	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13867	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13868	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13869	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13870	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13871	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13872	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13873	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13874	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13875	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13876	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13877	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13878	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13879	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13880	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13881	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13882	Coarse1	Coarse1	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13883	Fine2	Fine2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13884	Fine2	Fine2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13885	Fine2	Fine2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13886	Fine2	Fine2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13887	Fine2	Fine2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13888	Fine2	Fine2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13889	Fine2	Fine2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13890	Fine2	Fine2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13891	Fine2	Fine2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13892	Fine2	Fine2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13893	Fine2	Fine2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13894	Fine2	Fine2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13895	Fine2	Fine2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13896	Fine2	Fine2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13897	Other2	Other2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13898	Fine2	Fine2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13899	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13900	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13901	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13902	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13903	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13904	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13905	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13906	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13907	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13908	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13909	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13910	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13911	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13912	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13913	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13914	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13915	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13916	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13917	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13918	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13919	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13920	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13921	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13922	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13923	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13924	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13925	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13926	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13927	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13928	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
13929	Coarse2	Coarse2	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit	NoUnit
